id,attore1,attore2,attore3,regista,sceneggiatore
79591,Valeria Bruni Tedeschi,Amit Arroz,Tarun Bedi,Jean-Luc Godard,Dardano Sacchetti
26891,Ulrich Mühe,Susanne Lothar,Frank Giering,Michael Haneke,Dardano Sacchetti
39039,Prithviraj Kapoor,Leela Chitnis,Nargis,Raj Kapoor,Dardano Sacchetti
52111,Emin Toprak,Havva Saglam,Cihat Bütün,Nuri Bilge Ceylan,Dardano Sacchetti
13630,Håvard Lilleheie,Berte Rommetveit,Severin Eskeland,Magnus Martens,Dardano Sacchetti
45593,Lucky McKee,Nectar Rose,Kristen Bell,Angela Bettis,Dardano Sacchetti
41058,John Ireland,Reed Hadley,Tom Tyler,Samuel Fuller,Dardano Sacchetti
1673,Randolph Scott,Nancy Gates,Claude Akins,Budd Boetticher,Burt Kennedy
28671,Larry Fessenden,Meredith Snaider,Aaron Beall,Larry Fessenden,Burt Kennedy
14234,Apinya Sakuljaroensuk,Ananda Everingham,Lalita Panyopas,Pen-Ek Ratanaruang,Burt Kennedy
49110,Drea de Matteo,Lillo Brancato,Ice-T,Abel Ferrara,Burt Kennedy
126238,,,,James Benning,Burt Kennedy
65726,Diego Cataño,Héctor Herrera,Daniela Valentine,Fernando Eimbcke,Fernando Eimbcke
41123,Sylvie Testud,Léa Seydoux,Elina Löwensohn,Jessica Hausner,Fernando Eimbcke
44442,Artur Steranko,Kinga Preis,Jerzy Fedorowicz,Jerzy Skolimowski,Fernando Eimbcke
48466,Mike Myers,Cameron Diaz,Antonio Banderas,Raman Hui,Gary Trousdale
47065,Whitney Able,Kevin Sorbo,Ralf Moeller,Albert Pyun,Gary Trousdale
38325,Grigoriy Dobrygin,Sergey Puskepalis,Artyom Tsukanov,Aleksei Popogrebsky,Gary Trousdale
103894,Leonid Bilunov,Alimzhan Tokhtakhunov,Vitaly Demochka,Alexander Gentelev,Gary Trousdale
48000,Nadia Sibirskaïa,Yolande Beaulieu,Guy Belmont,Dimitri Kirsanoff,Gary Trousdale
71317,Innokentiy Smoktunovskiy,Anastasiya Vertinskaya,Mikhail Nazvanov,Grigori Kozintsev,Gary Trousdale
137504,Machiko Kyô,Masayuki Mori,Yoshiko Kuga,Mikio Naruse,Gary Trousdale
64340,Vanessa Paradis,Gil Bellows,Jeanne Moreau,René Manzor,Gary Trousdale
44571,Sean Faris,Maggie Q,Ray Park,Gordon Chan,Gary Trousdale
38368,Sakda Kaewbuadee,Jenjira Pongpas,Thanapat Saisaymar,Apichatpong Weerasethakul,Gary Trousdale
112072,Atte Blom,Olavi Uusivirta,Emma Salokoski,Arto Halonen,Gary Trousdale
114444,Stephen Archibald,Hughie Restorick,Jean Taylor Smith,Bill Douglas,Gary Trousdale
157178,Mariusz Saniternik,Grażyna Błęcka-Kolska,Grzegorz Warchol,Jan Jakub Kolski,Gary Trousdale
68849,Roland Young,Ralph Richardson,Edward Chapman,Lothar Mendes,Gary Trousdale
134569,Kim Kkobbi,Ha Jae-Sook,Choi Jeong-ho,Joo-Young Ban,Gary Trousdale
44048,Denzel Washington,Chris Pine,Rosario Dawson,Tony Scott,Gary Trousdale
38357,Rachel McAdams,Harrison Ford,Patrick Wilson,Roger Michell,Gary Trousdale
48303,Juliette Binoche,William Shimell,Jean-Claude Carrière,Abbas Kiarostami,Caroline Eliacheff
43539,Russell Crowe,Elizabeth Banks,Brian Dennehy,Paul Haggis,Paul Haggis
39210,Stephen Dorff,Chris Pontius,Erin Wasson,Sofia Coppola,Paul Haggis
72421,Matthias Schweighöfer,Katharina Schüttler,Maja Maranow,Dror Zahavi,Paul Haggis
62103,Felix Gomez,Eduardo Noriega,Martina Gedeck,Eugenio Mira,Javier Gullón
44147,Bill Nighy,Emily Blunt,Rupert Grint,Jonathan Lynn,Javier Gullón
92096,Stefan Sileanu,Ernest Maftei,Emanoil Petrut,Doru Nastase,Javier Gullón
43434,Edgar Ramírez,Alexander Scheer,Fadi Abi Samra,Olivier Assayas,Olivier Assayas
45958,Javier Bardem,Maricel Álvarez,Hanaa Bouchaib,Alejandro González Iñárritu,Alejandro González Iñárritu
34208,Hilda Péter,Norbert Tankó,László Mátray,Peter Strickland,Alejandro González Iñárritu
15036,Riccardo Scamarcio,Éric Caravaca,Ulrich Tukur,Costa-Gavras,Alejandro González Iñárritu
36940,Valerio Mastandrea,Micaela Ramazzotti,Claudia Pandolfi,Paolo Virzì,Alejandro González Iñárritu
12444,Daniel Radcliffe,Emma Watson,Rupert Grint,David Yates,Steve Kloves
45269,Colin Firth,Geoffrey Rush,Helena Bonham Carter,Tom Hooper,David Seidler
38757,Mandy Moore,Zachary Levi,Donna Murphy,Byron Howard,Dan Fogelman
46757,Rock Hudson,Kirk Douglas,Dorothy Malone,Robert Aldrich,Dalton Trumbo
71701,Macdonald Carey,Shirley Anne Field,Viveca Lindfors,Joseph Losey,Evan Jones
43862,Jeanette MacDonald,Nelson Eddy,John Barrymore,Robert Z. Leonard,Evan Jones
43437,Esther Williams,Red Skelton,Ricardo Montalban,Edward Buzzell,Dorothy Kingsley
24574,David Strathairn,Andrew W. Walker,Marina Orsini,Mark Adams,Dorothy Kingsley
80545,Michelle Gomez,Shauna Macdonald,Shirley Henderson,Philip John,Dorothy Kingsley
87387,Phil Spector,Lana Clarkson,Ronnie Spector,Vikram Jayanti,Dorothy Kingsley
44687,H.M. Wynant,Christine Romeo,Fay Masterson,Larry Blamire,Dorothy Kingsley
162643,Rhys Coiro,David-Alexandre Coiteux,Lina Roessler,Charles-Olivier Michaud,Dorothy Kingsley
41999,,,,Don Argott,Dorothy Kingsley
13834,Danny Glover,Ron Perlman,Linda Hamilton,Gordon MacDonald,Ken Miller
15012,Cuba Gooding Jr.,Sharon Leal,Dean Norris,Kevin Bray,Ken Miller
44886,Marion Cotillard,Julie Depardieu,Tomer Sisley,Julie Lopes-Curval,Ken Miller
45317,Mark Wahlberg,Christian Bale,Amy Adams,David O. Russell,Scott Silver
41556,Katie Holmes,Anna Paquin,Josh Duhamel,Galt Niederhoffer,Scott Silver
42363,Harold Lloyd,Barbara Kent,Robert McWade,Clyde Bruckman,Scott Silver
52998,Omero Antonutti,Lambert Wilson,Eusebio Poncela,Carlos Saura,Scott Silver
31031,Lisa Ray,Sheetal Sheth,Parvin Dabas,Shamim Sarif,Scott Silver
49583,François Marthouret,Roger Planchon,Patrick Chesnais,Michel Deville,Scott Silver
202768,Velimir „Bata“ Živojinović,Ali Raner,Slobodan Perović,Aleksandar Petrović,Scott Silver
37927,Jean Négroni,,,Chris Marker,Scott Silver
48486,,,,Michael Dudok de Wit,Scott Silver
56648,Pierre Richard,Fabrice Greco,Michel Bouquet,Francis Veber,Scott Silver
128442,Reza Hashemi,Mehdi Shahravanfar,,Abbas Kiarostami,Scott Silver
110115,Stephen Archibald,Hughie Restorick,Jean Taylor Smith,Bill Douglas,Scott Silver
87415,Olimpia Carlisi,Guido Lombardi,Gino Felici,Jean-Marie Straub,Scott Silver
95043,Leszek Teleszynski,Wojciech Pszoniak,Michal Grudzinski,Andrzej Żuławski,Scott Silver
113882,Amy Jo Johnson,,,Ian McCrudden,Scott Silver
48871,Felicia Day,Kavan Smith,Stephen McHattie,Sheldon Wilson,Scott Silver
93669,Aurore Clément,Helmut Griem,Magali Noël,Chantal Akerman,Scott Silver
47088,Kevin Kline,Paul Dano,Katie Holmes,Shari Springer Berman,Robert Pulcini
147622,Hilda Borgström,Aron Lindgren,Erik Lindholm,Victor Sjöström,Robert Pulcini
35458,Tim Allen,Sigourney Weaver,Ray Liotta,Tim Allen,Robert Pulcini
50990,Ville Virtanen,Lauri Tilkanen,Pihla Viitala,Aleksi Salmenperä,Robert Pulcini
111396,Linh Đan Phạm,Duy Khoa,Đỗ Thị Hải Yến,Bùi Thạc Chuyên,Robert Pulcini
36373,David Wayne,Howard Da Silva,Martin Gabel,Joseph Losey,Norman Reilly Raine
99080,Charles Starrett,Louise Huntington,Arthur Vinton,George Melford,Norman Reilly Raine
49787,Adrienne Pickering,Zoe Naylor,Gyton Grantley,Andrew Traucki,Norman Reilly Raine
253074,,,,Adam Vardy,Norman Reilly Raine
64782,Eva Dahlbeck,Yvonne Lombard,Harriet Andersson,Ingmar Bergman,Norman Reilly Raine
96118,Bibi Andersson,Harriet Andersson,Eva Dahlbeck,Ingmar Bergman,Ingmar Bergman
26769,,,,Billy Corben,Ingmar Bergman
43924,Pat Tillman,Richard Tillman,,Amir Bar-Lev,Ingmar Bergman
46420,Xavier Samuel,Jessica McNamee,Robin McLeavy,Sean Byrne,Ingmar Bergman
36615,Bowen Dong,Yuanyuan Ning,Li Xinyun,Zhang Yuan,Ingmar Bergman
83817,Kay Johnson,Reginald Denny,Lillian Roth,Cecil B. DeMille,Ingmar Bergman
51885,Zhou Yun,Jiang Wen,Joan Chen,Jiang Wen,Ingmar Bergman
54523,Franco Nero,Corinne Cléry,David Hess,Pasquale Festa Campanile,Ingmar Bergman
73420,Marlene Dietrich,Victor McLaglen,Gustav von Seyffertitz,Josef von Sternberg,Ingmar Bergman
45324,Kevin Spacey,Kelly Preston,Hannah Endicott-Douglas,George Hickenlooper,Ingmar Bergman
120835,Ronald Colman,Frederick Kerr,Loretta Young,George Fitzmaurice,Ingmar Bergman
33996,Guillaume Canet,Emir Kusturica,Niels Arestrup,Christian Carion,Ingmar Bergman
15702,Sabine Azéma,Daniel Auteuil,Amira Casar,Arnaud Larrieu,Ingmar Bergman
15436,Jean-Pierre Bacri,Jamel Debbouze,Agnès Jaoui,Agnès Jaoui,Agnès Jaoui
39358,Brenda Blethyn,Sotigui Kouyaté,Sami Bouajila,Rachid Bouchareb,Rachid Bouchareb
6320,Gérard Depardieu,Sophie Marceau,Richard Anconina,Maurice Pialat,Catherine Breillat
28699,Cliff Robertson,Dolores Dorn,Beatrice Kay,Samuel Fuller,Catherine Breillat
47979,Karoline Herfurth,Florian David Fitz,Johannes Allmayer,Ralf Huettner,Florian David Fitz
48838,Colin Farrell,Keira Knightley,David Thewlis,William Monahan,William Monahan
42684,Eric Balfour,Scottie Thompson,David Zayas,Colin Strause,William Monahan
34764,Farhan Akhtar,Deepika Padukone,Ram Kapoor,Vijay Lalwani,William Monahan
37234,Andy Serkis,Tom Hughes,Olivia Williams,Mat Whitecross,William Monahan
42483,Alan Arkin,Sally Kellerman,Paula Prentiss,Gene Saks,Neil Simon
42561,Joseph Fiennes,Samantha Sherman,Justin Kirk,Peter Callahan,Neil Simon
42046,,,,Michael Palmieri,Neil Simon
52320,Nina Andresen Borud,Trond Fausa,Arianit Berisha,Bent Hamer,Bent Hamer
36405,Agata Buzek,Krystyna Janda,Marcin Dorociński,Borys Lankosz,Bent Hamer
35123,Sydney Greenstreet,Peter Lorre,Joan Lorring,Don Siegel,Bent Hamer
37083,Ernest Borgnine,Zohra Lampert,Alan Austin,Richard Wilson,Bent Hamer
51618,Ann Todd,Claude Rains,Trevor Howard,David Lean,Eric Ambler
61370,Robert Ryan,Aldo Ray,Robert Keith,Anthony Mann,Ben Maddow
22135,Simon Baker,Paz Vega,Michael DeLorenzo,Dror Soref,Ben Maddow
53654,Kirk Douglas,Alex Cord,Irene Papas,Martin Ritt,Ben Maddow
14463,Dick Proenneke,Bob Swerer Jr.,Wendy Ishii,Dick Proenneke,Ben Maddow
35395,Edward Hogg,Simon Farnaby,Verónica Echegui,Paul King,Ben Maddow
38117,Alex Pettyfer,Vanessa Hudgens,Mary-Kate Olsen,Daniel Barnz,Daniel Barnz
37690,Shahid Kapoor,Nana Patekar,Ayesha Takia,Milind Ukey,Ahmed Khan
24837,Fred Vogel,Cristie Whiles,Michael Todd Schneider,Fred Vogel,Ahmed Khan
43347,Jake Gyllenhaal,Anne Hathaway,Oliver Platt,Edward Zwick,Charles Randolph
10140,Skandar Keynes,Georgie Henley,Simon Pegg,Michael Apted,Christopher Markus
47607,Lena Dunham,Laurie Simmons,Grace Dunham,Lena Dunham,Christopher Markus
80435,Chris Doubek,Heather Kafka,Alex Karpovsky,Bryan Poyser,Bryan Poyser
38340,Anthony Quinn,James Coburn,Deborah Baxter,Alexander Mackendrick,Ronald Harwood
121238,Gary Cooper,Charles Laughton,George Raft,Ernst Lubitsch,Ronald Harwood
59828,Mickey Rooney,Brian Donlevy,Ann Blyth,Roy Rowland,Ronald Harwood
28155,Frederic Forrest,Kathleen Lloyd,John P. Ryan,Larry Cohen,Ronald Harwood
26663,Ida Lupino,Robert Alda,Andrea King,Raoul Walsh,Catherine Turney
86608,Robert Mitchum,Diana Lynn,Tab Hunter,William A. Wellman,A.I. Bezzerides
80572,David Brian,Claude Jarman Jr.,Juano Hernández,Clarence Brown,A.I. Bezzerides
37710,Johnny Depp,Angelina Jolie,Paul Bettany,Florian Henckel von Donnersmarck,Florian Henckel von Donnersmarck
48946,Aaron Taylor-Johnson,Imogen Poots,Matthew Beard,Hideo Nakata,Enda Walsh
45136,Richard Todd,Jean Peters,Marjorie Rambeau,Henry Koster,Eleanore Griffin
130424,James Mason,Moira Shearer,Agnes Moorehead,Vincente Minnelli,Eleanore Griffin
44028,Malcolm McDowell,Iggy Pop,Henry Rollins,Rob Stefaniuk,Eleanore Griffin
48395,Per Christian Ellefsen,Jorma Tommila,Tommi Korpela,Jalmari Helander,Eleanore Griffin
44982,Jason Statham,Alexander Skarsgård,Gaby Hoffmann,Géla Babluani,Eleanore Griffin
60440,Jeffrey Azize,Clifford Azize,Michael Campo,Charles Kinnane,Eleanore Griffin
57000,Michael D. Coe,Ian Graham,Dr. Nikolai Grube,David Lebrun,Eleanore Griffin
65041,Serge Renko,Katerina Didaskalou,Cyrielle Clair,Éric Rohmer,Éric Rohmer
39968,Sergi López,Sacha Bourdo,Élisabeth Vitali,Manuel Poirier,Éric Rohmer
32234,Koji Yakusho,Hiromi Nagasaku,Yūsuke Santamaria,Kiyoshi Kurosawa,Éric Rohmer
12823,Margherita Buy,Antonio Albanese,Giuseppe Battiston,Silvio Soldini,Silvio Soldini
63290,,,,Michael Glawogger,Silvio Soldini
71395,Elizabeth Taylor,Mia Farrow,Robert Mitchum,Joseph Losey,George Tabori
43114,Randolph Scott,Craig Stevens,Barry Kelley,Budd Boetticher,Charles Lang
59917,Godfrey Cambridge,Raymond St. Jacques,Calvin Lockhart,Ossie Davis,Ossie Davis
56693,Michel Piccoli,Anita Pallenberg,Gino Lavagetto,Marco Ferreri,Ossie Davis
40882,Mina Mohammad Khani,Aida Mohammadkhani,Kazem Mojdehi,Jafar Panahi,Ossie Davis
85876,Ramon Novarro,Norma Shearer,Jean Hersholt,Ernst Lubitsch,Ossie Davis
62789,Lino Ventura,Marcel Bozzuffi,Paolo Bonacelli,Francesco Rosi,Ossie Davis
31988,Carole Lombard,Fred MacMurray,Ralph Bellamy,Mitchell Leisen,Norman Krasna
34667,Aldo Ray,Brian Keith,Anne Bancroft,Jacques Tourneur,Norman Krasna
5562,Edmond Beauchamp,Gérard Blain,Jean-Claude Brialy,Claude Chabrol,Claude Chabrol
41187,Zeynep Tokuş,Serdar Orçin,Engin Gunaydin,Zeki Demirkubuz,Claude Chabrol
43614,Louis-Do de Lencquesaing,Chiara Caselli,Alice de Lencquesaing,Mia Hansen-Løve,Claude Chabrol
44160,Alev Uçarer,Erdal Besikçioglu,Tülin Özen,Semih Kaplanoğlu,Claude Chabrol
99738,Dmitriy Podnozov,Rita Klein,Aleksandre Saulov,Šarūnas Bartas,Claude Chabrol
95453,Lee Young-ae,Yoo Ji-tae,,Hur Jin-Ho  ,Claude Chabrol
46773,Nathan Lopez,Soliman Cruz ,Neil Ryan Sese,Auraeus Solito,Michiko Yamamoto
70800,Victor Sjöström,Edith Erastoff,John Ekman,Victor Sjöström,Michiko Yamamoto
60234,Jacques-Yves Cousteau,,,Louis Malle,Michiko Yamamoto
49296,Georges Méliès,,,Georges Méliès,Michiko Yamamoto
1906,Renate Krößner,Fred Düren,Ursula Braun,Wolfgang Kohlhaase,Michiko Yamamoto
36738,Evan Scott Perry,,,Dana Heinz Perry,Michiko Yamamoto
195833,Jorge Perugorría,Cuca Escribano,Maya Zapata,Esteban Ramírez,Michiko Yamamoto
49901,Michael Fuith,Theo Trebs,Anka Graczyk,Marvin Kren,Benjamin Hessler
195311,Georges Méliès,,,Georges Méliès,Benjamin Hessler
56142,Burt Lancaster,Helmut Berger,Silvana Mangano,Luchino Visconti,Luchino Visconti
43919,Danielle Harris,Kane Hodder,Parry Shen,Adam Green,Luchino Visconti
84108,Christopher Brooks,Steven Kent Browne,E. Kerrigan Prescott,Fredric Hobbs,Luchino Visconti
80701,Ugo Tognazzi,Mimsy Farmer,Alain Cuny,Aleksandar Petrović,Luchino Visconti
46503,Ryan Gosling,Kirsten Dunst,Frank Langella,Andrew Jarecki,Marc Smerling
48833,Anthony Mackie,Kerry Washington,Wendell Pierce,Tanya Hamilton,Marc Smerling
40664,Minna Haapkylä,Kristiina Elstelä,Hannu-Pekka Björkman,Jörn Donner,Marc Smerling
150838,Michel Simon,,,Georges Franju,Marc Smerling
234942,Marek Probosz,Zbigniew Suszyński,Miroslav Machácek,František Vláčil,Marc Smerling
118533,Rod Steiger,John Phillip Law,Frank Latimore,John Flynn,Marc Smerling
44441,Conrad Veidt,Anita Berber,Magnus Hirschfeld,Richard Oswald,Marc Smerling
43973,,,,Marzieh Makhmalbaf,Marc Smerling
50241,Jason Dolley,Jordan Garrett,Scott Wilson,Sandy Tung,Dale Rosenbloom
57489,Guadalupe Alonso,Nicolás Treise,Mirella Pascual,Julia Solomonoff,Dale Rosenbloom
37514,Janet Johnson Bryant,Etweda Cooper,Vaiba Flomo,Gini Reticker,Dale Rosenbloom
49322,Rauno Ahonen,Johan Hallström,Mikko Bredenberg,Åke Lindman,Dale Rosenbloom
43930,Caitlin Stasey,Rachel Hurd-Wood,Phoebe Tonkin,Stuart Beattie,Dale Rosenbloom
46660,Brendan Cowell,Peter Helliar,Peter Dinklage,Daina Reid,Dale Rosenbloom
170986,Danny Denzongpa,Aungchuk,Shakeel Khan,Shivajee Chandrabhushan,Shanker Raman
96366,Gregory Peck,Tamara Toumanova,Hugo Haas,Jacques Tourneur,Shanker Raman
44264,Jeff Bridges,Matt Damon,Josh Brolin,Joel Coen,Joel Coen
20526,Garrett Hedlund,Jeff Bridges,Olivia Wilde,Joseph Kosinski,Steven Lisberger
44009,Jim Broadbent,Lesley Manville,Ruth Sheen,Mike Leigh,Steven Lisberger
49684,Michael Moriarty,Karen Black,Laurene Landon,Larry Cohen,Larry Cohen
104720,Linda Darnell,Cornel Wilde,Richard Greene,Otto Preminger,Larry Cohen
111470,Robert Taylor,Brian Donlevy,Gene Lockhart,Frank Borzage,Gene Fowler
43318,Glenn Ford,Eleanor Parker,Roger Moore,Curtis Bernhardt,Gene Fowler
322799,Alan Arkin,Hope Lange,Charles Haid,Charles Haid,Gene Fowler
42888,Reese Witherspoon,Paul Rudd,Owen Wilson,James L. Brooks,Gene Fowler
130623,,,,Raúl de la Fuente,Gene Fowler
46829,Paul Giamatti,Dustin Hoffman,Rosamund Pike,Richard J. Lewis,Michael Konyves
52445,Ji Jin-hee,Oh Man-seok,Kang Sung-yeon,Yôichi Sai,Michael Konyves
84086,Fredric March,Martha Scott,Beulah Bondi,Irving Rapper,Michael Konyves
44129,Ben Affleck,Tommy Lee Jones,Chris Cooper,John Wells,John Wells
43855,Barbara Stanwyck,Henry Fonda,Sam Levene,Leigh Jason,Philip G. Epstein
23108,Randolph Scott,Binnie Barnes,Henry Wilcoxon,George B. Seitz,Philip Dunne
121006,Spencer Tracy,Jean Harlow,Una Merkel,J. Walter Ruben,Anita Loos
18029,Mirrah Foulkes,Leigh Whannell,Nathan Phillips,Jody Dwyer,Jody Dwyer
62567,Luise Rainer,Fernand Gravey,Miliza Korjus,Julien Duvivier,Walter Reisch
37080,Naomi Watts,Samuel L. Jackson,Annette Bening,Rodrigo García,Walter Reisch
30023,Ari Gold,Michael McKean,Shoshannah Stern,Ari Gold,Walter Reisch
50701,Louis-Do de Lencquesaing,Stephanie Szostak,Jackie Hoffman,Richard Temtchine,Walter Reisch
250810,,,,Alexandru Solomon,Walter Reisch
107592,Bette Davis,Ernest Borgnine,Debbie Reynolds,Richard Brooks,Gore Vidal
83036,Julie Walters,Ciarán Hinds,Nuala O'Neill,Roger Michell,Gore Vidal
50673,Conor Carroll,Lynn Collins,Patrick Wilson,Tracey Hecht,Gore Vidal
30548,Taylor Handley,Dustin Seavey,Alison Folland,Martin Curland,Gore Vidal
26138,Ha Ji-won,Kang Dong-won,Ahn Sung-Ki,Lee Myung-Se,Lee Myung-Se
40149,Kichiemon Nakamura,Nobuko Otowa,Kiwako Taichi,Kaneto Shindô,Lee Myung-Se
10817,Nahuel Pérez Biscayart,Nahuel Viale,Inés Efron,Alexis dos Santos,Lee Myung-Se
31300,Gérard Depardieu,Sandrine Bonnaire,Maurice Pialat,Maurice Pialat,Lee Myung-Se
54178,Jimmy Wang Yu,Lisa Chiao Chiao,Tien Feng,Chang Cheh,Ni Kuang
8464,Campbell Scott,Fiona Loewi,Tom Everett Scott,John Paizs,Ni Kuang
49797,Lee Byung-hun,Choi Min-sik,Jeon Kuk-hwan,Kim Jee-woon,Park Hoon-Jung
39988,Flavio Bucci,Macha Méril,Gianfranco De Grassi,Aldo Lado,Park Hoon-Jung
481,Juan José Ballesta,Jesús Carroza,Antonio Dechent,Alberto Rodríguez,Alberto Rodríguez
36115,Déborah François,Fernando Tielve,Michiel Huisman,Alexis dos Santos,Alberto Rodríguez
31283,Raquel Welch,Robert Culp,Ernest Borgnine,Burt Kennedy,Burt Kennedy
4266,Stéphane Audran,Jean-Pierre Cassel,Jean-Claude Drouot,Claude Chabrol,Claude Chabrol
111390,Joel McCrea,Ellen Drew,Dean Stockwell,Jacques Tourneur,Margaret Fitts
32609,Warren Beatty,Alexandra Stewart,Hurd Hatfield,Arthur Penn,Margaret Fitts
46788,Rachel Korine,Brian Kotzur,Travis Nicholson,Harmony Korine,Margaret Fitts
40649,Tracy Scoggins,Bentley Mitchum,Daniel Cerny,Peter Manoogian,David S. Goyer
10018,Jürgen Vogel,Christiane Paul,Christina Papamichou,Wolfgang Becker,Tom Tykwer
52587,Karoline Herfurth,Nina Hoss,Jennifer Ulrich,Dennis Gansel,Tom Tykwer
48203,Vittorio Gassman,Giuliano Gemma,Philippe Noiret,Valerio Zurlini,Tom Tykwer
25908,Jan Kačer,Věra Galatíková,Zdeněk Kryzánek,František Vláčil,Tom Tykwer
117042,Karla Chadimová,Vlastimil Hašek,Vít Olmer,František Vláčil,Miloš Václav Kratochvíl
238362,Lea Joutseno,Tauno Majuri,Olavi Reimas,Valentin Vaala,Miloš Václav Kratochvíl
15740,Glenn Close,Christopher Walken,Lexi Randall,Glenn A. Jordan,Miloš Václav Kratochvíl
173288,Robert Stadlober,Tom Schilling,Jule Böwe,Oliver Rihs,Miloš Václav Kratochvíl
35958,Broderick Crawford,Richard Conte,Marilyn Maxwell,Russell Rouse,Miloš Václav Kratochvíl
13246,Lorenzo Music,Thom Huge,Gregg Berger,Phil Roman,Miloš Václav Kratochvíl
41283,Dwayne Johnson,Billy Bob Thornton,Maggie Grace,"George Tillman, Jr.",Joe Gayton
42984,Emiko Aizawa,Masumi Harukawa,Sachiko Hidari,Shôhei Imamura,Joe Gayton
31104,Hiroyuki Nagato,Jitsuko Yoshimura,Masao Mishima,Shôhei Imamura,Joe Gayton
81219,Zbigniew Zapasiewicz,Krystyna Janda,Tadeusz Bradecki,Krzysztof Zanussi,Joe Gayton
27072,Andrzej Seweryn,Jerzy Trela,Waldemar Kownacki,Andrzej Żuławski,Joe Gayton
35138,Jackie Chan,Leehom Wang,Steve Yoo,Ding Sheng,Joe Gayton
27585,Nicole Kidman,Aaron Eckhart,Dianne Wiest,John Cameron Mitchell,David Lindsay-Abaire
48204,Greta Gerwig,Joe Swanberg,Jay Duplass,Joe Swanberg,David Lindsay-Abaire
62337,Mišel Matičević,Nadeshda Brennicke,Birge Schade,Dominik Graf,David Lindsay-Abaire
53156,Ingrid Bergman,Jean Marais,Mel Ferrer,Jean Renoir,David Lindsay-Abaire
84827,Charles Nelson Reilly,,,Barry Poltermann,David Lindsay-Abaire
25434,Joan Chen,Qi Yuwu,Joel Lok,Tony Ayres,David Lindsay-Abaire
54812,Cory Booker,Geoffrey Canada,,Madeleine Sackler,David Lindsay-Abaire
23282,Buster Keaton,Sybil Seely,Joe Roberts,Buster Keaton,Edward F. Cline
38705,Buster Keaton,Sybil Seely,Joe Roberts,Buster Keaton,Edward F. Cline
39451,Robert De Niro,Ben Stiller,Owen Wilson,Paul Weitz,Edward F. Cline
38745,Jack Black,Amanda Peet,Emily Blunt,Rob Letterman,Joe Stillman
50071,,,,Ilisa Barbash,Joe Stillman
28025,Amy Adams,Scott G. Anderson,Moon Bloodgood,Giancarlo Tallarico,Joe Stillman
107548,Salman Khan,Preity Zinta,Rani Mukerji,Mastan Alibhai Burmawalla,Shyam Goel
1361,Orson Bean,Theodore Bikel,William Conrad,Jules Bass,Shyam Goel
39839,Amitabh Bachchan,Hema Malini,Paresh Rawal,Ravi Chopra,Shyam Goel
102091,Richard Widmark,Karl Malden,Elaine Stewart,Richard Brooks,Millard Kaufman
112674,Gary Cooper,Merle Oberon,Patsy Kelly,H. C. Potter,S.N. Behrman
10097,Brendan Gleeson,Kim Cattrall,Ciarán Hinds,John Boorman,S.N. Behrman
78320,Billy Zane,Jennifer Beals,Darren McGavin,Jeffrey Reiner,S.N. Behrman
51143,Eva Henning,Birger Malmsten,Birgit Tengroth,Ingmar Bergman,S.N. Behrman
48748,Casper Christensen,Frank Hvam,Iben Hjejle,Mikkel Nørgaard,Casper Christensen
52208,Bill Oberst Jr.,Tomas Boykin,Devanny Pinn,Joseph Guzman,Joseph Guzman
56812,Santiago Segura,Antonio de la Torre,Raúl Arévalo,Álex de la Iglesia,Joseph Guzman
34576,Daniel Ellsberg,Patricia Ellsberg,John Dean,Judith Ehrlich,Joseph Guzman
51357,Buster Keaton,Joe Roberts,Sybil Seely,Buster Keaton,Joseph Guzman
51358,Buster Keaton,Virginia Fox,Joe Roberts,Buster Keaton,Buster Keaton
20495,Salman Khan,Akshay Kumar,Priyanka Chopra,David Dhawan,Buster Keaton
80054,Ginger Rogers,Joel McCrea,Marjorie Rambeau,Gregory La Cava,Gregory La Cava
161512,Walter Huston,Ann Harding,Oskar Homolka,Michael Curtiz,Howard Koch
56448,Robert Duvall,Julia Ormond,Maximilian Schell,Ivan Passer,Howard Koch
42323,Ali Zafar,Pradhuman Singh,Sugandha Garg,Abhishek Sharma,Howard Koch
56320,Bill Sage,Adam LeFevre,Jamie Elman,Zach LeBeau,Howard Koch
104394,Fredric March,Mildred Dunnock,Kevin McCarthy,László Benedek,Howard Koch
19887,Mithun Chakraborty,Kim,Rajesh Khanna,Babbar Subhash,Howard Koch
82549,Kirstie Alley,Dale Midkiff,Ross Malinger,Melanie Mayron,Howard Koch
196235,Ruby Dee,Ally Sheedy,Kate Siegel,Kyle Schickner,Howard Koch
54430,Constance Bennett,Roland Young,Billie Burke,Norman Z. McLeod,Jack Jevne
46207,Isabelle Huppert,Christopher Lambert,Nicolas Duvauchelle,Claire Denis,Claire Denis
33107,Odette Annable,Amber Heard,Karl Urban,Marcos Efron,Marcos Efron
48127,Dana Andrews,Anne Baxter,Erich von Stroheim,Lewis Milestone,Lillian Hellman
33870,Chi Cao,Chengwu Guo,Wen Bin Huang,Bruce Beresford,Lillian Hellman
42297,Cher,Christina Aguilera,Eric Dane,Steve Antin,Lillian Hellman
82622,Mindy Cohn,Marcus Patrick,Jesse Archer,Casper Andreas,Jesse Archer
51359,Buster Keaton,Virginia Fox,Joe Roberts,Buster Keaton,Jesse Archer
